event_id,citizen_id,city_zone,temperature_c,air_quality_index,energy_consumption_kwh,transport_mode,activity_type,noise_db,timestamp,renewable_energy_source,security_alert_flag,predicted_crowd_density
5212,27400,Neon Habitat,26.67,30,1.349,Walk,Leisure,60.0,2032-02-14 11:49:39,HydroGrid,0,0.21
5213,96270,Hydra Loop,34.85,169,3.487,HoverCab,Leisure,81.3,2032-08-30 14:49:52,Wind,0,0.33
5214,11579,Solaris Sector,27.79,89,0.382,MagRail,Commute,50.2,2032-12-16 18:57:04,HydroGrid,0,0.33
5215,47803,Hydra Loop,34.5,53,1.093,HoverCab,Shopping,67.4,2032-07-06 23:49:57,FusionCell,0,0.26
5216,24862,Neon Habitat,31.39,77,4.53,Walk,Work,57.4,2032-07-05 00:33:41,HydroGrid,0,0.86
5217,28645,Hydra Loop,31.08,20,0.259,HyperLoop,Work,63.0,2032-07-13 15:21:49,Wind,0,0.62
5218,57453,Solaris Sector,28.89,121,1.898,Walk,Shopping,68.9,2032-10-29 17:37:16,Solar,0,0.91
5219,89857,AeroTech District,26.48,41,2.036,MagRail,Shopping,70.4,2032-09-19 22:50:44,FusionCell,0,0.51
5220,88713,Hydra Loop,32.24,114,6.301,HoverCab,Delivery,61.4,2032-10-13 16:48:20,HydroGrid,0,0.33
5221,20550,Quantum Bay,26.6,43,0.571,MagRail,Leisure,88.0,2032-12-30 07:07:27,Solar,0,0.82
5222,73018,AeroTech District,32.43,98,2.351,Walk,Health,58.5,2032-02-23 23:27:39,HydroGrid,0,0.36
5223,74943,Hydra Loop,25.48,41,2.907,HoverCab,Health,65.2,2032-04-22 11:06:51,Solar,0,0.16
5224,90113,Quantum Bay,31.85,40,1.803,E-Bike,Health,77.6,2032-10-21 18:38:33,Wind,0,0.31
5225,29250,Quantum Bay,34.21,31,5.146,Walk,Shopping,55.8,2032-10-03 14:36:03,FusionCell,0,0.79
5226,39061,Solaris Sector,25.2,126,0.045,MagRail,Delivery,58.5,2032-08-29 07:43:47,Wind,0,0.96
5227,58015,Solaris Sector,31.57,35,3.205,HoverCab,Health,58.0,2032-07-31 02:32:38,Solar,0,0.24
5228,42763,Solaris Sector,25.07,168,0.068,HyperLoop,Health,54.2,2032-02-19 06:16:02,Wind,0,0.96
5229,19868,Quantum Bay,33.9,66,1.002,HyperLoop,Work,51.4,2032-08-09 17:51:30,HydroGrid,0,1.0
5230,88167,Solaris Sector,22.3,129,6.246,HoverCab,Commute,53.9,2032-08-03 21:45:49,FusionCell,0,0.25
5231,40275,Neon Habitat,26.13,94,5.41,HyperLoop,Health,77.2,2032-03-02 06:46:17,HydroGrid,0,0.89
5232,37873,Hydra Loop,30.49,110,3.69,MagRail,Leisure,72.8,2032-12-18 14:31:23,HydroGrid,0,0.69
5233,74086,AeroTech District,24.0,132,1.846,E-Bike,Shopping,64.6,2032-01-20 03:55:29,Solar,0,0.42
5234,57742,AeroTech District,25.41,89,1.634,E-Bike,Leisure,47.6,2032-01-13 04:03:45,Solar,0,0.42
5235,80483,Neon Habitat,32.25,46,4.04,HoverCab,Leisure,65.5,2032-04-20 10:13:29,Solar,0,0.19
5236,35835,Quantum Bay,29.47,46,0.664,MagRail,Commute,73.8,2032-07-26 07:31:14,Wind,0,0.2
5237,27629,Neon Habitat,27.63,162,5.742,E-Bike,Health,48.8,2032-08-01 10:24:06,Wind,0,0.79
5238,95918,Hydra Loop,39.67,71,2.316,E-Bike,Leisure,73.7,2032-06-30 13:54:32,Solar,0,0.73
5239,47827,Neon Habitat,28.27,147,2.282,MagRail,Delivery,71.5,2032-08-02 19:57:16,HydroGrid,0,0.8
5240,92263,Solaris Sector,29.79,65,4.049,HyperLoop,Delivery,57.3,2032-07-21 04:55:23,Solar,0,0.45
5241,87938,Quantum Bay,29.56,83,1.535,MagRail,Commute,55.0,2032-02-09 04:15:01,Solar,0,0.62
5242,43878,Quantum Bay,35.33,58,1.027,Walk,Commute,71.3,2032-12-29 09:43:58,Solar,0,0.94
5243,21176,AeroTech District,37.07,92,0.989,MagRail,Leisure,69.7,2032-07-18 09:11:24,HydroGrid,0,0.49
5244,81148,Solaris Sector,25.51,130,0.549,HyperLoop,Shopping,72.6,2032-11-03 04:11:33,Solar,0,0.81
5245,23108,Solaris Sector,30.14,61,4.774,HoverCab,Leisure,67.8,2032-11-10 16:59:35,Wind,0,0.6
5246,10872,Quantum Bay,35.01,63,4.968,HyperLoop,Shopping,65.3,2032-07-21 19:31:49,HydroGrid,0,0.42
5247,31689,Neon Habitat,27.65,74,1.143,Walk,Health,45.4,2032-10-06 17:58:15,FusionCell,0,0.74
5248,94917,AeroTech District,32.38,30,0.354,Walk,Leisure,70.0,2032-04-30 00:47:06,Solar,0,0.57
5249,91831,Quantum Bay,34.95,128,4.294,HoverCab,Leisure,61.5,2032-03-11 13:10:29,Solar,0,0.26
5250,85968,AeroTech District,27.39,71,6.711,HoverCab,Delivery,73.8,2032-06-08 08:15:36,Solar,0,0.75
5251,80833,Neon Habitat,27.75,45,25.814,Walk,Leisure,60.1,2032-06-07 23:32:59,FusionCell,0,0.47
5252,73899,AeroTech District,26.2,124,3.887,E-Bike,Delivery,51.5,2032-02-09 13:23:01,HydroGrid,0,0.67
5253,83871,Solaris Sector,28.42,57,2.534,Walk,Commute,76.0,2032-06-01 08:26:05,FusionCell,0,0.98
5254,93821,Hydra Loop,32.44,88,0.471,MagRail,Delivery,64.1,2032-01-04 16:14:24,HydroGrid,0,0.94
5255,60195,AeroTech District,23.42,101,0.21,E-Bike,Work,77.1,2032-07-10 17:59:54,HydroGrid,0,0.9
5256,60371,Hydra Loop,21.02,128,4.323,Walk,Health,78.8,2032-11-27 11:55:57,Wind,0,0.15
5257,29106,Neon Habitat,26.17,72,0.107,MagRail,Leisure,70.9,2032-10-01 14:51:48,HydroGrid,0,0.18
5258,77543,Quantum Bay,34.49,132,1.385,E-Bike,Work,55.2,2032-11-16 19:25:14,HydroGrid,0,0.26
5259,94855,AeroTech District,35.51,87,1.758,HyperLoop,Work,52.7,2032-07-19 09:22:19,Solar,0,0.22
5260,16826,Solaris Sector,24.85,98,4.785,HoverCab,Shopping,45.7,2032-12-26 06:26:55,Wind,0,0.21
5261,96521,Quantum Bay,28.12,58,12.131,Walk,Work,52.4,2032-08-16 08:17:53,Wind,0,0.53
5262,29900,Neon Habitat,27.4,173,1.449,MagRail,Delivery,72.9,2032-09-17 10:12:55,FusionCell,0,0.85
5263,37035,Neon Habitat,28.79,66,0.373,MagRail,Commute,79.0,2032-01-15 23:00:23,FusionCell,0,0.23
5264,26893,Solaris Sector,26.24,173,1.695,Walk,Shopping,69.3,2032-08-08 03:13:55,Wind,0,0.89
5265,33807,Solaris Sector,28.52,70,1.977,HoverCab,Delivery,53.6,2032-12-28 22:27:20,HydroGrid,0,0.23
5266,38920,Solaris Sector,32.4,71,4.795,HyperLoop,Shopping,66.5,2032-03-05 10:49:57,HydroGrid,0,0.7
5267,36219,Hydra Loop,29.52,35,5.11,E-Bike,Shopping,82.4,2032-05-30 19:09:07,Solar,0,0.13
5268,52372,Neon Habitat,25.9,43,1.735,HoverCab,Leisure,66.1,2032-01-10 18:03:10,FusionCell,1,0.2
5269,30900,Solaris Sector,33.16,41,3.328,E-Bike,Work,63.5,2032-02-18 10:57:24,HydroGrid,0,0.27
5270,29153,Neon Habitat,34.91,72,1.699,Walk,Delivery,75.8,2032-12-01 07:53:51,FusionCell,0,0.33
5271,24989,Solaris Sector,25.05,155,2.603,HoverCab,Commute,58.6,2032-04-14 04:59:56,FusionCell,0,0.2
5272,34914,Quantum Bay,22.52,37,0.62,MagRail,Health,67.9,2032-04-02 10:06:14,Wind,0,0.47
5273,75416,AeroTech District,31.41,112,0.91,Walk,Shopping,72.3,2032-02-11 02:32:50,FusionCell,0,0.84
5274,43082,Neon Habitat,28.55,122,2.571,Walk,Health,73.5,2032-09-06 06:04:43,Solar,0,0.86
5275,24163,Neon Habitat,26.39,37,1.179,MagRail,Leisure,67.9,2032-02-28 21:40:49,HydroGrid,0,0.1
5276,96694,Neon Habitat,21.29,135,0.109,MagRail,Health,56.1,2032-06-24 11:14:18,HydroGrid,0,0.94
5277,79833,Solaris Sector,29.18,27,0.067,Walk,Commute,50.7,2032-03-21 20:28:30,Wind,0,0.62
5278,37506,Hydra Loop,31.19,139,2.904,MagRail,Delivery,58.5,2032-05-29 17:29:53,HydroGrid,0,0.49
5279,86674,Neon Habitat,29.74,112,0.395,MagRail,Work,46.8,2032-01-24 15:07:16,FusionCell,0,0.4
5280,55418,Neon Habitat,19.92,134,0.574,MagRail,Health,61.7,2032-06-25 16:37:07,FusionCell,0,0.3
5281,83440,AeroTech District,32.6,86,1.956,HyperLoop,Work,77.4,2032-11-14 13:41:02,HydroGrid,0,0.69
5282,45595,Quantum Bay,32.11,67,13.778,HoverCab,Health,63.9,2032-10-21 04:54:59,HydroGrid,0,0.44
5283,68688,Neon Habitat,31.75,88,0.936,E-Bike,Delivery,61.2,2032-03-23 17:09:29,HydroGrid,0,0.83
5284,16903,Hydra Loop,26.65,22,2.978,HyperLoop,Commute,75.9,2032-12-07 15:29:58,Wind,0,0.27
5285,47794,Hydra Loop,27.67,175,2.647,E-Bike,Delivery,57.5,2032-04-30 05:37:43,Solar,0,0.2
5286,83100,AeroTech District,31.9,170,1.853,MagRail,Leisure,62.2,2032-01-08 03:51:04,FusionCell,0,0.17
5287,87467,Solaris Sector,26.47,160,9.631,HoverCab,Delivery,68.3,2032-03-30 12:55:09,Solar,0,0.58
5288,54761,AeroTech District,24.72,156,0.384,HyperLoop,Leisure,60.7,2032-09-28 11:47:20,Solar,0,0.45
5289,70372,Solaris Sector,27.62,116,1.7,Walk,Work,61.2,2032-02-14 07:43:55,Solar,0,0.78
5290,16243,Quantum Bay,29.39,157,0.077,E-Bike,Leisure,76.6,2032-10-04 19:13:50,FusionCell,0,0.59
5291,92310,Neon Habitat,26.65,137,0.803,E-Bike,Shopping,69.5,2032-01-10 11:31:03,HydroGrid,0,0.11
5292,43455,AeroTech District,23.87,143,0.989,HyperLoop,Delivery,60.2,2032-03-07 14:43:27,Wind,0,0.38
5293,67408,Solaris Sector,27.13,22,2.909,E-Bike,Commute,71.5,2032-08-19 03:07:25,Wind,0,0.74
5294,45901,Neon Habitat,26.73,51,4.132,E-Bike,Leisure,67.4,2032-03-01 14:45:52,Wind,0,0.15
5295,77387,Quantum Bay,26.46,68,1.005,HoverCab,Commute,62.3,2032-12-01 16:25:27,FusionCell,0,0.85
5296,84630,Solaris Sector,29.16,26,0.078,HyperLoop,Health,68.3,2032-12-26 13:54:49,Solar,0,0.31
5297,90223,Neon Habitat,20.69,104,0.253,Walk,Commute,79.8,2032-12-13 01:19:10,Solar,0,0.98
5298,27782,Hydra Loop,24.21,95,0.186,Walk,Work,66.6,2032-05-22 11:21:10,HydroGrid,0,0.78
5299,71107,AeroTech District,28.72,81,0.443,E-Bike,Work,55.1,2032-03-28 02:15:54,HydroGrid,0,0.8
5300,41502,Hydra Loop,24.98,115,1.061,E-Bike,Shopping,61.4,2032-07-26 21:07:15,Solar,0,0.48
5301,62831,Solaris Sector,30.2,117,0.295,E-Bike,Work,70.2,2032-01-23 06:50:36,FusionCell,0,0.28
5302,86158,Neon Habitat,27.35,176,0.115,Walk,Delivery,58.0,2032-01-29 17:42:03,Wind,0,0.94
5303,34054,Solaris Sector,33.77,144,0.925,E-Bike,Health,57.5,2032-04-13 03:45:46,FusionCell,0,0.32
5304,36856,Quantum Bay,29.61,162,0.695,HyperLoop,Health,48.4,2032-08-08 13:54:42,Wind,0,0.25
5305,91402,Solaris Sector,28.37,75,0.59,Walk,Health,54.2,2032-09-14 08:09:09,FusionCell,0,0.4
5306,80662,Neon Habitat,23.71,22,2.017,E-Bike,Delivery,73.8,2032-10-07 23:49:37,Wind,0,0.68
5307,78215,Solaris Sector,25.87,25,9.339,HoverCab,Commute,62.3,2032-05-08 01:25:52,FusionCell,0,0.53
5308,31850,AeroTech District,28.78,104,1.748,HoverCab,Health,65.9,2032-12-09 13:27:56,FusionCell,0,0.26
5309,82441,Quantum Bay,25.78,46,1.508,HyperLoop,Commute,43.7,2032-08-23 07:56:52,Wind,0,0.39
5310,85698,Solaris Sector,24.24,155,5.747,Walk,Health,65.9,2032-07-14 14:29:05,Wind,0,0.27
5311,29090,Neon Habitat,26.59,22,0.729,E-Bike,Commute,62.0,2032-06-12 23:33:14,Solar,0,0.11
5312,62162,AeroTech District,32.35,95,4.879,MagRail,Commute,75.1,2032-09-10 03:32:20,Solar,0,0.78
5313,67595,AeroTech District,36.09,80,3.885,HoverCab,Shopping,78.1,2032-05-13 15:14:53,FusionCell,0,0.55
5314,65321,Hydra Loop,22.23,84,0.617,HoverCab,Delivery,72.7,2032-05-03 10:25:52,FusionCell,0,0.94
5315,11689,AeroTech District,28.07,141,2.855,Walk,Commute,72.4,2032-05-14 16:35:43,FusionCell,0,0.57
5316,17970,Solaris Sector,32.06,131,2.773,HyperLoop,Shopping,68.4,2032-01-21 08:35:09,Solar,1,0.5
5317,63624,Neon Habitat,34.2,112,1.616,E-Bike,Health,67.0,2032-03-15 07:11:18,Wind,0,0.63
5318,65363,AeroTech District,30.14,173,2.875,HyperLoop,Work,64.3,2032-07-27 19:59:15,Solar,0,0.21
5319,89423,Hydra Loop,31.55,47,5.08,MagRail,Health,67.5,2032-02-19 14:09:40,HydroGrid,0,0.69
5320,48823,Quantum Bay,26.95,50,6.377,Walk,Health,89.3,2032-09-21 13:35:49,FusionCell,0,0.51
5321,47530,Solaris Sector,23.68,89,3.325,HyperLoop,Commute,67.4,2032-07-22 01:30:59,HydroGrid,0,0.37
5322,87147,Solaris Sector,28.78,21,0.845,E-Bike,Health,52.8,2032-03-07 16:28:45,HydroGrid,0,0.94
5323,42090,Hydra Loop,24.18,177,1.452,MagRail,Delivery,68.8,2032-01-08 04:03:36,HydroGrid,0,0.99
5324,27733,Quantum Bay,27.59,56,9.445,Walk,Commute,68.5,2032-03-08 02:29:24,Solar,0,0.68
5325,66041,Quantum Bay,34.52,65,1.34,MagRail,Work,60.1,2032-01-06 01:34:02,Solar,0,0.29
5326,53353,Neon Habitat,30.65,174,3.879,Walk,Commute,52.2,2032-06-09 11:01:46,Solar,0,0.46
5327,20601,Quantum Bay,26.47,122,0.465,Walk,Commute,63.8,2032-01-12 23:28:11,FusionCell,0,0.6
5328,52490,Quantum Bay,27.62,160,0.362,HoverCab,Shopping,41.8,2032-09-11 13:05:09,HydroGrid,0,0.1
5329,86586,Neon Habitat,34.79,150,3.327,HyperLoop,Leisure,56.4,2032-09-17 13:00:41,FusionCell,0,0.95
5330,13015,Solaris Sector,29.31,22,2.452,Walk,Commute,60.7,2032-01-09 01:25:20,HydroGrid,0,0.64
5331,14420,Quantum Bay,33.26,22,1.507,E-Bike,Shopping,52.5,2032-12-28 00:47:06,Solar,0,0.94
5332,56285,AeroTech District,27.7,48,0.787,E-Bike,Health,57.2,2032-04-12 08:26:24,HydroGrid,0,0.17
5333,28017,Neon Habitat,31.74,91,1.917,E-Bike,Shopping,72.9,2032-11-14 21:30:42,HydroGrid,0,0.17
5334,19043,Hydra Loop,29.23,107,0.804,E-Bike,Delivery,36.6,2032-12-16 00:09:47,Wind,0,0.12
5335,37022,Quantum Bay,28.55,112,2.391,MagRail,Work,65.4,2032-12-04 03:31:48,HydroGrid,0,0.41
5336,43154,Solaris Sector,29.42,136,0.29,MagRail,Leisure,59.3,2032-04-20 03:33:14,FusionCell,0,0.41
5337,92787,Solaris Sector,27.86,79,1.267,MagRail,Work,73.2,2032-02-20 15:23:47,Wind,0,0.74
5338,92738,Hydra Loop,36.5,179,0.34,HyperLoop,Shopping,59.6,2032-01-10 10:07:11,FusionCell,0,0.42
5339,53024,Solaris Sector,29.46,135,2.231,MagRail,Leisure,54.4,2032-08-23 18:48:47,HydroGrid,0,0.33
5340,58649,AeroTech District,22.4,43,2.898,HoverCab,Shopping,49.4,2032-11-13 00:38:45,Solar,0,0.63
5341,34897,Hydra Loop,28.15,159,2.029,Walk,Work,52.6,2032-08-27 11:56:37,HydroGrid,0,0.18
5342,42164,Quantum Bay,29.24,160,1.949,HyperLoop,Commute,56.2,2032-02-20 23:04:39,HydroGrid,0,0.5
5343,99673,Solaris Sector,25.6,105,0.593,E-Bike,Health,64.5,2032-07-21 14:47:23,FusionCell,0,0.56
5344,52762,Hydra Loop,34.52,90,0.209,E-Bike,Delivery,54.8,2032-05-11 03:20:48,Solar,0,0.23
5345,18547,Quantum Bay,33.35,63,0.577,MagRail,Delivery,60.8,2032-05-26 11:30:30,HydroGrid,0,0.93
5346,36321,AeroTech District,30.09,43,0.193,HoverCab,Commute,66.4,2032-03-28 18:55:16,Wind,0,0.87
5347,70754,Hydra Loop,34.53,137,1.461,HoverCab,Shopping,66.6,2032-01-20 21:44:19,Solar,0,0.31
5348,11588,Neon Habitat,35.27,110,1.081,HyperLoop,Leisure,72.7,2032-03-18 11:26:04,HydroGrid,0,0.38
5349,11465,Quantum Bay,30.03,142,0.077,Walk,Commute,69.2,2032-06-12 14:54:53,HydroGrid,0,0.25
5350,82589,Hydra Loop,28.54,49,2.186,Walk,Health,55.0,2032-07-12 04:01:02,Solar,0,0.37
5351,49579,Solaris Sector,30.94,84,1.699,HyperLoop,Delivery,71.8,2032-08-22 03:25:12,FusionCell,0,0.51
5352,41142,Hydra Loop,19.63,141,1.267,MagRail,Health,72.6,2032-08-03 08:10:18,Wind,0,0.27
5353,76041,AeroTech District,23.31,80,2.929,MagRail,Leisure,43.9,2032-09-12 16:53:41,HydroGrid,0,0.28
5354,96823,Hydra Loop,28.69,179,0.077,E-Bike,Shopping,66.0,2032-12-29 01:50:50,Solar,0,0.9
5355,99916,AeroTech District,29.89,87,0.134,E-Bike,Delivery,65.9,2032-02-01 12:06:26,FusionCell,0,0.25
5356,79576,Quantum Bay,35.45,60,1.236,HoverCab,Commute,49.5,2032-01-16 05:39:55,Wind,0,0.62
5357,86941,AeroTech District,25.22,145,0.239,HoverCab,Commute,80.3,2032-11-28 02:24:18,HydroGrid,0,0.33
5358,95957,Neon Habitat,33.36,116,0.465,E-Bike,Delivery,57.6,2032-11-09 22:29:16,FusionCell,0,0.67
5359,55460,Neon Habitat,26.54,37,1.16,E-Bike,Shopping,64.7,2032-05-18 22:38:05,FusionCell,0,0.99
5360,48531,Quantum Bay,27.28,125,0.478,HyperLoop,Work,69.8,2032-01-23 04:11:15,FusionCell,0,0.87
5361,33381,Quantum Bay,27.19,46,0.933,E-Bike,Commute,61.2,2032-10-14 17:44:48,Wind,0,0.9
5362,16639,Quantum Bay,39.16,63,3.99,E-Bike,Leisure,66.3,2032-02-05 14:13:57,Wind,0,0.48
5363,41067,Hydra Loop,23.26,157,8.508,MagRail,Health,68.6,2032-08-26 13:20:42,FusionCell,0,0.77
5364,53928,Solaris Sector,21.14,24,0.421,HoverCab,Work,67.5,2032-10-07 04:21:55,FusionCell,0,0.78
5365,66164,Quantum Bay,30.02,100,0.106,MagRail,Leisure,59.2,2032-10-13 18:16:38,FusionCell,0,0.17
5366,69003,AeroTech District,32.56,56,3.352,Walk,Health,79.9,2032-06-16 02:28:38,Wind,0,0.88
5367,67887,Solaris Sector,32.44,51,3.623,MagRail,Leisure,60.7,2032-12-16 14:39:54,HydroGrid,0,0.23
5368,53249,Hydra Loop,27.82,80,0.384,MagRail,Shopping,60.9,2032-09-12 21:54:33,FusionCell,0,0.93
5369,58907,Hydra Loop,30.68,46,5.584,HyperLoop,Delivery,64.2,2032-12-26 22:30:34,Wind,0,0.53
5370,39469,Solaris Sector,33.1,170,0.113,MagRail,Delivery,60.8,2032-01-20 06:39:50,FusionCell,0,0.66
5371,14781,Neon Habitat,36.81,93,2.534,E-Bike,Work,57.1,2032-06-26 20:24:38,HydroGrid,0,0.51
5372,77963,Solaris Sector,27.71,92,4.734,E-Bike,Work,51.6,2032-09-17 04:08:41,FusionCell,0,0.59
5373,82741,Quantum Bay,30.6,169,1.446,MagRail,Delivery,75.1,2032-03-26 04:08:05,Wind,0,0.38
5374,37583,Hydra Loop,28.53,95,0.464,HoverCab,Delivery,67.7,2032-11-07 04:25:12,Solar,0,0.25
5375,73349,Neon Habitat,29.14,151,2.336,E-Bike,Shopping,55.8,2032-11-22 21:29:53,FusionCell,0,0.37
5376,78314,Neon Habitat,25.92,161,2.556,HyperLoop,Work,66.3,2032-07-28 23:17:47,FusionCell,0,0.71
5377,86427,Solaris Sector,28.15,21,1.293,Walk,Delivery,59.0,2032-05-10 20:57:50,FusionCell,0,0.16
5378,47322,Neon Habitat,21.77,144,3.075,E-Bike,Delivery,78.1,2032-11-16 13:06:28,Solar,0,0.78
5379,51577,Solaris Sector,29.91,136,10.524,HyperLoop,Shopping,73.2,2032-08-06 15:58:10,Solar,0,0.86
5380,71530,Hydra Loop,23.07,134,2.722,HoverCab,Shopping,54.5,2032-04-28 13:19:34,FusionCell,0,0.26
5381,88368,Hydra Loop,28.67,52,2.459,HyperLoop,Health,54.6,2032-12-20 04:57:33,Solar,0,0.14
5382,10063,Hydra Loop,29.87,44,7.873,E-Bike,Shopping,61.9,2032-01-24 05:24:19,FusionCell,0,0.48
5383,89970,Quantum Bay,32.07,161,0.583,HyperLoop,Delivery,58.6,2032-02-20 14:11:24,Wind,0,0.81
5384,93825,Hydra Loop,25.32,67,1.448,HyperLoop,Health,56.9,2032-06-21 20:51:26,HydroGrid,0,0.44
5385,98888,Hydra Loop,27.48,29,0.146,HyperLoop,Delivery,74.4,2032-01-19 07:37:55,Solar,0,0.93
5386,80220,Hydra Loop,26.13,163,6.914,HoverCab,Commute,56.6,2032-05-01 10:07:15,HydroGrid,0,0.86
5387,68592,AeroTech District,30.53,71,1.075,E-Bike,Work,73.1,2032-02-08 02:32:21,Solar,0,0.11
5388,91676,Quantum Bay,29.94,127,16.819,HoverCab,Leisure,52.3,2032-04-20 18:50:32,Wind,0,0.77
5389,38591,Quantum Bay,33.87,98,1.272,HyperLoop,Delivery,60.6,2032-04-01 02:29:30,HydroGrid,0,0.39
5390,56051,AeroTech District,27.04,155,1.755,MagRail,Health,66.6,2032-09-07 02:14:16,Wind,0,0.21
5391,21063,Hydra Loop,27.98,36,5.176,HoverCab,Health,75.2,2032-09-11 01:17:14,Wind,0,0.9
5392,72010,Solaris Sector,20.26,24,6.352,E-Bike,Delivery,55.7,2032-12-30 12:11:47,Solar,0,0.75
5393,99497,Neon Habitat,33.48,153,0.636,MagRail,Commute,63.3,2032-01-06 07:13:11,FusionCell,0,0.27
5394,89949,Hydra Loop,34.13,134,9.028,MagRail,Leisure,61.4,2032-06-05 17:36:20,Wind,0,0.17
5395,38592,Hydra Loop,28.71,34,5.127,Walk,Work,77.5,2032-07-04 17:20:57,HydroGrid,0,0.43
5396,70966,Quantum Bay,31.97,59,0.071,E-Bike,Shopping,69.8,2032-12-01 00:22:07,FusionCell,0,0.96
5397,10236,Quantum Bay,29.97,36,1.495,HoverCab,Shopping,53.5,2032-07-08 19:24:25,Solar,0,0.98
5398,31319,Hydra Loop,29.47,158,0.475,HyperLoop,Shopping,46.4,2032-12-15 17:10:07,HydroGrid,0,0.32
5399,55058,Quantum Bay,24.56,72,0.613,HoverCab,Commute,69.1,2032-05-02 17:23:36,Wind,0,0.94
5400,11164,AeroTech District,31.35,49,0.028,E-Bike,Work,76.2,2032-01-11 12:29:04,FusionCell,0,0.88
5401,10340,Hydra Loop,28.17,105,4.289,HyperLoop,Leisure,65.7,2032-01-04 01:11:41,HydroGrid,0,0.43
5402,79650,Neon Habitat,31.25,138,0.27,HyperLoop,Health,66.0,2032-07-22 18:57:50,HydroGrid,0,0.8
5403,94741,Hydra Loop,27.37,145,6.166,MagRail,Health,66.6,2032-10-14 04:18:50,Solar,0,0.38
5404,80566,Hydra Loop,29.25,42,0.811,Walk,Commute,63.9,2032-11-25 22:44:12,HydroGrid,0,0.21
5405,75793,AeroTech District,29.3,42,0.3,HyperLoop,Delivery,63.9,2032-07-08 10:52:29,Solar,0,0.72
5406,35519,Hydra Loop,30.27,150,2.123,HyperLoop,Delivery,68.7,2032-11-26 00:52:21,Solar,0,0.84
5407,45815,AeroTech District,27.5,90,4.158,HyperLoop,Shopping,59.0,2032-05-20 10:02:20,HydroGrid,0,0.76
5408,62067,Neon Habitat,31.52,37,0.958,HoverCab,Shopping,69.3,2032-03-20 04:33:52,Solar,0,0.48
5409,21578,AeroTech District,32.38,150,0.664,E-Bike,Delivery,60.8,2032-12-23 19:43:44,FusionCell,0,0.55
5410,22333,AeroTech District,28.96,104,0.876,HyperLoop,Work,77.9,2032-12-04 09:35:45,Wind,0,0.96
5411,79624,Neon Habitat,31.64,148,8.094,HyperLoop,Leisure,66.8,2032-02-27 02:46:14,FusionCell,0,0.84
5412,33252,Hydra Loop,32.06,33,0.503,Walk,Leisure,66.3,2032-10-28 23:10:22,FusionCell,0,0.87
5413,57515,Quantum Bay,35.76,139,1.534,Walk,Shopping,86.5,2032-05-31 22:22:11,FusionCell,0,0.85
5414,41534,Solaris Sector,32.19,109,7.493,HoverCab,Delivery,80.4,2032-02-22 18:48:56,Solar,0,0.49
5415,71232,Hydra Loop,24.74,133,0.827,E-Bike,Shopping,70.0,2032-11-27 02:53:35,HydroGrid,0,0.24
5416,40214,Solaris Sector,27.8,175,3.313,Walk,Delivery,58.1,2032-02-06 22:11:51,HydroGrid,0,0.31
5417,47904,Quantum Bay,24.11,68,2.669,MagRail,Leisure,57.9,2032-10-03 13:47:52,HydroGrid,0,0.93
5418,61699,Neon Habitat,24.06,65,0.869,HoverCab,Commute,71.1,2032-12-08 13:17:49,FusionCell,0,0.7
5419,19900,Neon Habitat,30.26,30,0.625,Walk,Leisure,60.8,2032-05-14 11:47:44,Solar,0,0.79
5420,73224,AeroTech District,21.57,56,10.45,Walk,Work,80.5,2032-07-06 10:36:48,Solar,0,0.35
5421,31769,Quantum Bay,25.78,46,1.64,Walk,Shopping,68.3,2032-11-02 10:14:21,Solar,0,0.43
5422,31747,Solaris Sector,19.91,70,0.044,HyperLoop,Leisure,74.7,2032-04-14 05:19:26,Solar,0,0.45
5423,30000,Neon Habitat,21.55,92,0.393,HoverCab,Leisure,56.3,2032-02-11 19:23:43,FusionCell,0,0.84
5424,74896,Neon Habitat,30.37,39,1.414,HyperLoop,Health,54.2,2032-03-10 11:12:31,FusionCell,0,0.35
5425,75474,Neon Habitat,29.34,127,0.992,Walk,Health,78.6,2032-05-03 09:53:37,Wind,0,0.72
5426,61790,Neon Habitat,28.19,89,4.991,HoverCab,Work,49.4,2032-07-06 15:40:29,Wind,0,0.48
5427,26648,Neon Habitat,29.87,35,0.915,HyperLoop,Delivery,58.5,2032-04-18 15:29:14,Solar,0,0.92
5428,29928,Neon Habitat,28.57,46,0.932,Walk,Work,76.9,2032-09-23 14:23:35,Solar,0,0.58
5429,60168,Solaris Sector,28.52,74,3.376,E-Bike,Work,63.4,2032-02-13 02:00:08,HydroGrid,0,0.19
5430,78461,Solaris Sector,32.92,62,0.888,HyperLoop,Leisure,82.8,2032-09-07 17:36:21,Solar,0,0.15
5431,93062,AeroTech District,28.69,162,6.326,HyperLoop,Delivery,49.7,2032-07-27 05:03:36,Wind,0,0.2
5432,61690,Neon Habitat,30.11,72,3.181,MagRail,Delivery,69.1,2032-03-31 19:04:47,FusionCell,0,0.88
5433,36963,Solaris Sector,29.33,133,3.366,HyperLoop,Delivery,69.5,2032-08-01 19:28:47,HydroGrid,0,0.88
5434,29029,Solaris Sector,31.57,119,1.299,HyperLoop,Health,62.4,2032-12-28 07:36:57,FusionCell,0,0.53
5435,31252,Neon Habitat,23.9,51,3.435,HoverCab,Shopping,81.2,2032-11-10 07:39:41,Wind,0,0.3
